R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,country,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,red_win,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_Switch ,B_Stance_unknown
Nathaniel Wood,Losene Keita,194.0,-245.0,194.0,40.8163,2026-03-21,United Kingdom,False,Featherweight,MALE,3,0,0,0,3.47,0.43,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,182.88,145,0,3,0,5.64,0.51,0.5,1.35,0.48,3,3,37,0,0,0,7,0,3,0,10,167.64,175.26,145,32,28,0,-3,-3,-10,-3,-37,0,0,-3,2.54,7.62,-4,-2.17,-0.5,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,S-DEC,unknown,3.0,5:00,900.0,350.0,230.0,1700.0,1200.0,800.0,165.0,1,True,False,False,True,False,False,False,False
Mario Pinto,Felipe Franco,-900.0,570.0,11.1111,570.0,2026-03-21,United Kingdom,False,Heavyweight,MALE,3,1,0,0,1.81,0.5,0.0,3.02,0.37,0,1,3,0,0,0,0,0,0,0,0,185.42,193.04,205,0,3,0,2.85,0.69,0.9,2.38,0.26,3,0,5,0,0,0,0,3,0,0,3,195.58,200.66,265,28,25,1,-3,-3,-3,1,-2,0,-3,0,-10.16,-7.62,-3,-1.04,-0.9,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,600.0,1300.0,380.0,1700.0,-155.0,1600.0,1,True,False,False,True,False,False,False,False
Mantas Kondratavicius,Antonio Trocoli,-750.0,490.0,13.3333,490.0,2026-03-21,United Kingdom,False,Middleweight,MALE,3,3,0,0,1.27,0.47,0.4,0.88,0.09,0,3,6,0,0,0,0,0,0,0,0,195.58,203.2,185,0,1,0,4.97,0.65,0.9,2.8,0.6,1,0,1,0,0,0,0,1,0,0,1,187.96,190.5,185,26,35,3,-1,-1,-1,3,5,0,-1,0,7.62,12.7,9,-3.7,-0.5,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,950.0,2000.0,380.0,1700.0,-165.0,850.0,1,True,False,False,True,False,False,False,False
Louie Sutherland,Brando Pericic,210.0,-265.0,210.0,37.7358,2026-03-21,United Kingdom,False,Heavyweight,MALE,3,0,1,0,12.91,0.64,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,195.58,200.66,245,1,0,0,3.75,0.52,0.0,4.69,0.33,0,1,1,0,0,0,0,0,0,0,0,190.5,193.04,264,32,31,-1,1,1,1,-1,0,0,1,0,5.08,7.62,-1,9.16,0.0,-4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,KO/TKO,Punches,1.0,1:48,108.0,1200.0,650.0,1700.0,420.0,340.0,115.0,0,True,False,False,True,False,False,False,False
Shem Rock,Abdul-Kareem Al-Selwady,-104.0,-118.0,96.1538,84.7458,2026-03-21,United Kingdom,False,Lightweight,MALE,3,1,0,0,4.61,0.41,0.0,1.47,0.23,1,1,6,0,0,0,1,0,0,0,1,172.72,175.26,155,1,0,0,3.03,0.39,0.0,1.0,0.13,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,155,32,30,0,0,1,1,0,3,0,0,0,-7.62,-10.16,-2,1.58,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,360.0,175.0,400.0,1100.0,600.0,550.0,0,False,True,False,True,False,False,False,False
Shanelle Dyer,Ravena Oliveira,-450.0,330.0,22.2222,330.0,2026-03-21,United Kingdom,False,Women's Strawweight,FEMALE,3,2,0,0,1.91,0.3,0.0,0.88,0.5,0,2,6,0,0,0,0,0,0,0,0,165.1,165.1,115,1,0,0,7.71,0.46,0.0,0.7,0.08,0,1,3,0,0,0,0,0,0,0,0,167.64,165.1,115,24,29,1,0,0,0,1,3,0,0,0,-2.54,0.0,5,-5.8,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,KO/TKO,Punches,2.0,1:17,377.0,-135.0,550.0,950.0,2200.0,390.0,1300.0,1,True,False,False,True,False,False,False,False
Josh Emmett,Kevin Vallejos,400.0,-520.0,400.0,19.2308,2026-03-14,USA,False,Featherweight,MALE,5,0,4,0,6.12,0.48,0.0,0.66,0.28,4,1,10,0,0,0,1,3,0,0,4,170.18,172.72,145,2,0,0,3.67,0.35,0.1,1.07,0.36,5,6,44,1,0,2,4,4,0,0,10,167.64,177.8,145,41,24,-2,4,-1,-6,-5,-34,-1,-1,0,2.54,-5.08,-17,2.45,-0.1,-0.41,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,Red,KO/TKO,Punches,1.0,3:33,213.0,900.0,220.0,3300.0,900.0,3300.0,1800.0,0,True,False,False,False,False,True,False,False
Amanda Lemos,Gillian Robertson,194.0,-240.0,194.0,41.6667,2026-03-14,USA,False,Women's Strawweight,FEMALE,3,0,4,0,2.71,0.48,0.9,2.76,0.4,4,6,42,0,0,0,3,3,7,0,13,165.1,160.02,115,1,0,0,2.75,0.55,0.7,1.02,0.64,5,5,33,1,0,1,3,3,2,0,9,162.56,165.1,115,38,30,-1,4,-1,4,1,9,-1,0,5,2.54,-5.08,-8,-0.04,0.2,1.74,8.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,350.0,155.0,1700.0,320.0,800.0,650.0,0,False,True,False,True,False,False,False,False
Andre Fili,Jose Delgado,370.0,-480.0,370.0,20.8333,2026-03-14,USA,False,Featherweight,MALE,3,1,0,0,7.48,0.54,0.0,1.51,0.4,3,1,7,0,0,0,0,3,0,0,3,180.34,187.96,145,0,1,0,3.88,0.37,0.2,2.32,0.46,2,11,58,0,0,5,4,4,0,0,13,180.34,187.96,145,35,27,1,-1,1,-10,-10,-51,0,-1,0,0.0,0.0,-8,3.6,-0.2,-0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,S-DEC,unknown,3.0,5:00,900.0,700.0,360.0,3000.0,600.0,850.0,-110.0,0,True,False,False,False,False,True,False,False
Marwan Rahiki,Harry Hardwick,-320.0,260.0,31.25,260.0,2026-03-14,USA,False,Featherweight,MALE,3,1,0,0,5.47,0.42,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,172.72,180.34,145,0,1,0,7.73,0.52,0.9,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,172.72,182.88,145,23,31,1,-1,-1,-1,1,-1,0,-1,0,0.0,-2.54,8,-2.26,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,KO/TKO,unknown,2.0,5:00,600.0,300.0,750.0,800.0,1200.0,125.0,550.0,1,True,False,False,False,False,True,False,False
Ion Cutelaba,Oumar Sy,250.0,-320.0,250.0,31.25,2026-03-14,USA,False,Light Heavyweight,MALE,3,0,1,0,3.41,0.48,0.3,2.45,0.35,2,1,8,0,0,0,1,1,1,0,3,193.04,210.82,205,1,0,1,4.23,0.43,0.2,3.76,0.49,2,10,37,0,0,1,2,4,1,0,8,185.42,190.5,205,32,30,-1,1,0,-5,-9,-29,0,-3,0,7.62,20.32,-2,-0.82,0.1,-1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,SUB,Guillotine Choke,1.0,4:24,264.0,700.0,280.0,1600.0,195.0,550.0,380.0,1,False,True,False,True,False,False,False,False
Charles Johnson,Bruno Silva,-178.0,150.0,56.1798,150.0,2026-03-14,USA,False,Flyweight,MALE,3,0,1,0,3.95,0.51,0.2,2.01,0.25,4,4,25,0,0,0,0,3,2,0,5,162.56,165.1,125,1,0,0,4.77,0.49,0.3,0.51,0.16,4,6,34,0,0,1,3,3,0,0,7,175.26,177.8,125,35,35,-1,1,0,-2,-2,-9,0,0,2,-12.7,-12.7,0,-0.82,-0.1,1.5,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,S-DEC,unknown,3.0,5:00,900.0,135.0,430.0,1600.0,750.0,380.0,550.0,1,False,False,True,True,False,False,False,False
Chris Curtis,Myktybek Orolbai,370.0,-480.0,370.0,20.8333,2026-03-14,USA,False,Welterweight,MALE,3,0,2,0,2.78,0.5,0.5,8.77,0.59,2,1,10,0,0,0,1,1,2,0,4,177.8,187.96,170,0,1,0,5.52,0.5,0.0,0.0,0.0,4,4,33,0,0,2,1,4,0,0,7,177.8,190.5,170,38,28,0,1,-2,-3,-3,-23,0,-3,2,0.0,-2.54,-10,-2.74,0.5,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,650.0,130.0,3000.0,340.0,950.0,340.0,0,True,False,False,True,False,False,False,False
Vitor Petrino,Steven Asplund,-225.0,188.0,44.4444,188.0,2026-03-14,USA,False,Heavyweight,MALE,3,0,2,0,10.05,0.51,0.0,0.0,0.0,2,0,3,0,0,0,0,2,0,0,2,195.58,198.12,260,0,2,0,3.24,0.48,0.7,2.6,0.46,5,2,21,0,0,0,2,3,2,0,7,187.96,195.58,225,28,27,0,0,-3,-5,-2,-18,0,-1,-2,7.62,2.54,-1,6.81,-0.7,-2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,410.0,500.0,240.0,2500.0,290.0,420.0,1,True,False,False,True,False,False,False,False
Elijah Smith,SuYoung You,-260.0,215.0,38.4615,215.0,2026-03-14,USA,False,Bantamweight,MALE,3,0,5,0,2.15,0.47,0.4,4.26,0.47,5,0,15,1,0,1,4,0,0,0,5,167.64,165.1,135,0,3,0,4.18,0.48,1.1,2.98,0.53,3,0,7,0,0,0,2,1,0,0,3,175.26,180.34,135,23,30,0,2,2,2,0,8,1,-1,0,-7.62,-15.24,7,-2.03,-0.7,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,SUB,Rear Naked Choke,2.0,1:04,364.0,120.0,275.0,850.0,900.0,350.0,1400.0,1,True,False,False,True,False,False,False,False
Bolaji Oki,Manoel Sousa,220.0,-270.0,220.0,37.037,2026-03-14,USA,False,Lightweight,MALE,3,0,1,0,4.15,0.45,1.6,0.0,0.0,1,0,3,0,0,0,0,1,0,0,1,175.26,177.8,155,1,0,0,6.42,0.45,0.0,1.02,0.57,2,2,10,0,0,1,1,1,0,0,3,177.8,185.42,155,30,28,-1,1,-1,-2,-2,-7,0,0,0,-2.54,-7.62,-2,-2.27,1.6,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,KO/TKO,Punch,3.0,4:12,852.0,600.0,210.0,1900.0,600.0,500.0,195.0,0,True,False,False,True,False,False,False,False
Brad Tavares,Eryk Anders,112.0,-132.0,112.0,75.7576,2026-03-14,USA,False,Middleweight,MALE,3,1,0,0,3.44,0.47,0.1,1.83,0.25,2,9,47,0,0,1,3,5,0,0,9,185.42,190.5,185,1,0,0,3.41,0.43,0.0,0.7,0.26,5,11,74,0,0,3,11,2,0,0,16,185.42,187.96,185,38,38,0,0,-3,-7,-2,-27,0,3,0,0.0,2.54,0,0.03,0.1,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,210.0,200.0,2700.0,2000.0,500.0,320.0,0,True,False,False,False,True,False,False,False
Bia Mesquita,Montse Rendon,-750.0,530.0,13.3333,530.0,2026-03-14,USA,False,Women's Bantamweight,FEMALE,3,0,1,0,2.95,0.27,0.3,1.91,0.37,1,1,9,0,0,2,0,0,0,0,2,172.72,172.72,135,0,1,0,5.78,0.6,3.2,4.81,0.75,1,0,2,0,0,0,0,0,1,0,1,162.56,170.18,135,34,36,0,0,0,1,1,7,0,0,-1,10.16,2.54,2,-2.83,-2.9,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,SUB,Rear Naked Choke,1.0,2:07,127.0,240.0,700.0,-120.0,2500.0,400.0,2500.0,1,True,False,False,True,False,False,False,False
Luan Lacerda,Hecher Sosa,164.0,-196.0,164.0,51.0204,2026-03-14,USA,False,Bantamweight,MALE,3,0,1,0,4.53,0.47,1.0,2.0,0.36,1,0,3,0,0,0,1,0,0,0,1,175.26,177.8,135,0,1,0,4.06,0.42,0.6,2.82,0.39,1,2,7,0,0,0,0,0,1,0,1,170.18,180.34,135,33,30,0,0,0,0,-2,-4,0,0,-1,5.08,-2.54,-3,0.47,0.4,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,370.0,270.0,550.0,600.0,1300.0,220.0,0,True,False,False,True,False,False,False,False
Piera Rodriguez,Sam Hughes,-152.0,128.0,65.7895,128.0,2026-03-14,USA,False,Women's Strawweight,FEMALE,3,0,3,0,4.41,0.47,0.2,1.12,0.29,3,5,30,0,1,2,1,1,1,0,6,165.1,162.56,115,0,2,0,4.04,0.46,0.0,4.04,0.5,3,2,19,0,0,1,4,0,0,0,5,160.02,160.02,115,33,33,0,1,0,1,3,11,0,1,1,5.08,2.54,0,0.37,0.2,-2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,110.0,185.0,1500.0,1300.0,800.0,1300.0,1,True,False,False,True,False,False,False,False
Max Holloway,Charles Oliveira,-196.0,164.0,51.0204,164.0,2026-03-07,USA,False,Lightweight,MALE,5,0,1,0,3.23,0.55,2.6,2.29,0.39,11,11,71,4,0,0,3,4,17,0,24,177.8,187.96,155,0,1,0,6.91,0.48,0.3,0.23,0.53,13,8,106,10,0,1,9,11,2,0,23,180.34,175.26,155,34,36,0,0,-2,1,3,-35,-6,-7,15,-2.54,12.7,2,-3.68,2.3,2.06,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Blue,U-DEC,unknown,5.0,5:00,1500.0,270.0,900.0,1800.0,330.0,3300.0,2500.0,0,True,False,False,True,False,False,False,False
Caio Borralho,Reinier de Ridder,-230.0,190.0,43.4783,190.0,2026-03-07,USA,False,Middleweight,MALE,3,1,0,0,2.47,0.48,0.6,2.56,0.29,4,1,15,0,0,1,0,1,2,0,4,193.04,198.12,185,1,0,0,3.47,0.56,0.4,1.25,0.5,9,1,30,0,0,0,6,2,1,0,9,185.42,190.5,185,33,35,0,0,-5,-5,0,-15,0,-1,1,7.62,7.62,2,-1.0,0.2,1.31,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,135.0,390.0,750.0,850.0,370.0,1000.0,1,False,True,False,False,True,False,False,False
Rob Font,Raul Rosas Jr.,250.0,-310.0,250.0,32.2581,2026-03-07,USA,False,Bantamweight,MALE,3,0,4,0,1.34,0.42,0.9,6.1,0.54,4,1,16,0,0,0,3,1,2,0,6,175.26,170.18,135,1,0,0,5.11,0.45,0.3,0.7,0.29,4,8,55,0,0,1,4,6,1,0,12,172.72,180.34,135,38,21,-1,4,0,-6,-7,-39,0,-5,1,2.54,-10.16,-17,-3.77,0.6,5.4,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,430.0,100.0,4500.0,400.0,750.0,800.0,0,True,False,False,False,False,True,False,False
Drew Dober,Michael Johnson,-200.0,168.0,50.0,168.0,2026-03-07,USA,False,Lightweight,MALE,3,0,3,0,4.27,0.39,0.0,0.57,0.38,4,15,79,1,0,1,9,6,0,0,16,177.8,185.42,155,0,1,0,4.48,0.41,0.1,0.61,0.16,3,11,54,0,0,0,3,11,1,0,15,172.72,177.8,155,37,39,0,2,1,1,4,25,1,-5,-1,5.08,7.62,2,-0.21,-0.1,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,KO/TKO,Punch,2.0,1:53,413.0,370.0,550.0,1500.0,500.0,125.0,-185.0,1,False,True,False,False,True,False,False,False
Gregory Rodrigues,Brunno Ferreira,-164.0,138.0,60.9756,138.0,2026-03-07,USA,False,Middleweight,MALE,3,0,3,0,3.77,0.5,0.8,1.25,0.23,3,2,14,0,0,0,1,4,2,0,7,177.8,182.88,185,0,2,0,5.53,0.51,0.4,1.9,0.34,3,4,28,0,0,0,3,6,0,0,9,190.5,190.5,185,34,33,0,1,0,-2,-2,-14,0,-2,2,-12.7,-7.62,-1,-1.76,0.4,-0.65,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punch,1.0,1:47,107.0,550.0,800.0,430.0,1600.0,190.0,230.0,1,True,False,False,True,False,False,False,False
Cody Garbrandt,Xiao Long,138.0,0.0,138.0,0.0,2026-03-07,USA,False,Bantamweight,MALE,3,1,0,0,5.06,0.47,0.0,0.74,0.27,2,3,18,0,1,1,0,1,0,0,3,172.72,177.8,135,2,0,0,2.79,0.4,0.0,0.85,0.22,6,7,35,3,0,0,3,6,0,0,9,172.72,165.1,135,34,27,-1,0,-4,-6,-4,-17,-3,-5,0,0.0,12.7,-7,2.27,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,340.0,0.0,2700.0,0.0,410.0,0.0,1,True,False,False,True,False,False,False,False
Donte Johnson,Cody Brundage,-900.0,610.0,11.1111,610.0,2026-03-07,USA,False,Middleweight,MALE,3,2,0,1,2.26,0.48,0.5,1.88,0.41,2,8,26,0,0,0,0,3,1,0,5,182.88,182.88,185,0,2,0,3.11,0.48,0.7,2.0,1.0,2,0,3,0,0,0,0,1,1,0,2,172.72,187.96,185,27,31,2,-2,0,3,8,23,0,2,0,10.16,-5.08,4,-0.85,-0.2,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,S-DEC,unknown,3.0,5:00,900.0,550.0,1700.0,500.0,1900.0,-185.0,1200.0,1,False,True,False,True,False,False,False,False
Ricky Turcios,Alberto Montes,158.0,-188.0,158.0,53.1915,2026-03-07,USA,False,Featherweight,MALE,3,0,1,0,5.26,0.6,6.8,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,170.18,175.26,145,2,0,0,4.68,0.39,0.3,0.85,0.17,1,4,17,0,0,2,0,0,0,0,2,175.26,180.34,145,32,31,-2,1,0,-1,-4,-15,0,0,1,-5.08,-5.08,-1,0.58,6.5,-0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,SUB,Anaconda Choke,2.0,0:40,340.0,300.0,220.0,950.0,250.0,950.0,750.0,0,True,False,False,True,False,False,False,False
Cody Durden,Nyamjargal Tumendemberel,162.0,-194.0,162.0,51.5464,2026-03-07,USA,False,Flyweight,MALE,3,0,1,0,2.72,0.42,2.1,3.37,0.5,2,1,8,0,0,1,0,0,2,0,3,170.18,180.34,125,3,0,1,3.34,0.44,0.6,3.89,0.46,4,7,31,0,0,0,4,1,1,0,6,170.18,170.18,125,34,27,-3,1,-2,-3,-6,-23,0,-1,1,0.0,10.16,-7,-0.62,1.5,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,420.0,350.0,550.0,370.0,1000.0,260.0,0,False,True,False,True,False,False,False,False
Sumudaerji,Jesus Aguilar,-172.0,144.0,58.1395,144.0,2026-03-07,USA,False,Flyweight,MALE,3,0,1,0,2.54,0.38,1.1,1.52,0.29,3,2,15,0,0,1,1,1,2,0,5,162.56,157.48,125,0,2,0,4.43,0.5,0.5,0.67,0.35,3,4,21,0,0,1,3,1,0,0,5,172.72,182.88,125,30,29,0,-1,0,0,-2,-6,0,0,2,-10.16,-25.4,-1,-1.89,0.6,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,135.0,420.0,5000.0,1800.0,2200.0,5000.0,1,False,True,False,True,False,False,False,False
Rafael Tobias,Diyar Nurgozhay,-174.0,146.0,57.4713,146.0,2026-03-07,USA,False,Light Heavyweight,MALE,3,2,0,0,4.52,0.59,0.0,1.37,0.75,1,2,5,0,0,0,0,1,0,0,1,187.96,187.96,205,0,1,0,2.77,0.36,1.6,2.4,0.33,1,0,1,0,0,0,0,0,1,0,1,187.96,187.96,205,22,28,2,-1,0,0,2,4,0,1,-1,0.0,0.0,6,1.75,-1.6,-1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,U-DEC,unknown,3.0,5:00,900.0,550.0,600.0,1200.0,5000.0,2000.0,2000.0,0,True,False,False,False,True,False,False,False
