R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,country,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,red_win,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_Switch ,B_Stance_unknown
John Makdessi,Shane Campbell,-110.0,-110.0,90.9091,90.9091,2015-04-25, Canada,False,Catch Weight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,180.34,155,1,0,0,51.75,0.421,0.0,0.0,0.0,3,3,20,0,0,0,3,2,0,0,5,172.72,172.72,155,29,28,1,0,-3,-5,3,-20,0,-2,0,10.16,7.62,1,-51.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,1.0,4:53,293.0,150.0,375.0,1300.0,650.0,350.0,375.0,1,True,False,False,True,False,False,False,False
Yves Jabouin,Thomas Almeida,335.0,-420.0,335.0,23.8095,2015-04-25, Canada,False,Bantamweight,MALE,3,0,1,0,120.0,0.55,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,170.18,177.8,135,0,1,0,34.375,0.443,0.0,1.25,0.285,3,3,19,0,0,3,2,0,0,0,5,170.18,172.72,135,35,23,0,0,-2,-4,3,-16,0,0,0,0.0,5.08,12,85.625,0.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punches,1.0,4:18,258.0,500.0,250.0,2000.0,950.0,1350.0,-130.0,0,True,False,False,False,True,False,False,False
Patrick Cote,Joe Riggs,-260.0,220.0,38.4615,220.0,2015-04-25, Canada,False,Welterweight,MALE,3,2,0,0,12.1111,0.439,0.2222,1.0,0.559,1,5,13,0,0,0,1,1,1,1,4,182.88,177.8,185,1,0,0,28.0625,0.438,0.125,0.4375,0.135,4,9,39,2,0,1,3,2,0,0,7,180.34,180.34,170,35,32,-1,0,-3,-3,4,-26,-2,0,1,2.54,-2.54,3,-15.9514,0.0972,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,235.0,400.0,800.0,950.0,170.0,600.0,1,True,False,False,False,True,False,False,False
Alexis Davis,Sarah Kaufman,178.0,-215.0,178.0,46.5116,2015-04-25, Canada,False,Women's Bantamweight,FEMALE,3,0,1,0,144.5,0.47,0.0,0.5,0.5,1,1,6,0,0,0,1,0,0,0,1,165.1,170.18,135,1,0,0,37.25,0.42,0.75,0.75,0.415,3,1,10,1,0,1,2,0,0,0,3,167.64,172.72,125,30,29,1,1,-2,-2,0,-4,-1,0,0,-2.54,-2.54,1,107.25,-0.75,-0.25,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Armbar,2.0,3:07,487.0,270.0,110.0,850.0,1385.0,1780.0,390.0,1,True,False,False,True,False,False,False,False
Chad Laprise,Bryan Barberena,-420.0,335.0,23.8095,335.0,2015-04-25, Canada,False,Lightweight,MALE,3,0,1,0,63.0,0.51,0.0,0.0,0.0,1,0,3,0,0,0,0,1,0,0,1,182.88,182.88,170,0,2,0,53.0,0.41,0.0,2.0,0.285,2,0,6,1,0,1,1,0,0,0,2,177.8,180.34,170,28,25,0,-1,-1,-1,0,-3,-1,1,0,5.08,2.54,3,10.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,105.0,530.0,401.0,1970.0,300.0,1050.0,1,True,False,False,False,True,False,False,False
Olivier Aubin-Mercier,David Michaud,-340.0,280.0,29.4118,280.0,2015-04-25, Canada,False,Lightweight,MALE,3,0,1,0,59.0,0.44,1.0,3.5,0.685,1,1,6,0,0,0,1,0,0,0,1,175.26,182.88,155,0,1,0,38.0,0.51,0.5,2.0,0.31,1,1,5,1,0,0,0,0,1,0,1,175.26,177.8,155,26,26,0,0,0,0,0,1,-1,0,-1,0.0,5.08,0,21.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Rear Naked Choke,3.0,1:35,695.0,152.0,420.0,180.0,1150.0,686.0,1575.0,1,False,True,False,True,False,False,False,False
Nordine Taleb,Chris Clements,-210.0,175.0,47.619,175.0,2015-04-25, Canada,False,Welterweight,MALE,3,0,1,0,37.0,0.59,0.0,0.0,0.0,1,2,9,0,0,1,0,1,0,0,2,177.8,177.8,170,0,2,0,57.0,0.605,0.0,3.0,0.75,2,0,6,0,0,1,1,0,0,0,2,185.42,187.96,170,33,39,0,-1,-1,0,-2,3,0,1,0,-7.62,-10.16,-6,-20.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,193.0,510.0,600.0,1880.0,210.0,375.0,1,True,False,False,True,False,False,False,False
Jessica Rakoczy,Valerie Letourneau,105.0,-125.0,105.0,80.0,2015-04-25, Canada,False,Women's Strawweight,FEMALE,3,0,1,0,104.0,0.37,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,170.18,172.72,115,1,0,0,4.0,0.8,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,170.18,172.72,115,38,31,1,1,1,1,1,2,-1,0,0,0.0,0.0,7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,260.0,191.0,619.0,750.0,485.0,486.0,0,True,False,False,True,False,False,False,False
Randa Markos,Aisling Daly,-275.0,235.0,36.3636,235.0,2015-04-25, Canada,False,Women's Strawweight,FEMALE,3,0,1,0,16.0,0.61,1.0,1.0,0.5,1,0,1,0,0,0,0,0,1,0,1,157.48,162.56,115,1,0,0,55.0,0.53,0.0,1.0,0.5,0,1,3,0,0,0,0,0,0,0,0,162.56,160.02,115,29,27,1,1,1,1,1,-2,0,0,1,-5.08,2.54,2,-39.0,1.0,0.0,10.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,-115.0,459.0,420.0,585.0,734.0,1650.0,1,True,False,False,False,False,True,False,False
Lyoto Machida,Luke Rockhold,125.0,-145.0,125.0,68.9655,2015-04-18, USA,False,Middleweight,MALE,5,0,3,0,10.5,0.628,0.75,0.0,0.0,3,1,5,0,0,0,0,1,2,0,3,190.5,195.58,185,0,1,0,31.3684,0.539,0.4211,0.7368,0.324,8,5,50,5,0,1,6,6,1,0,14,185.42,187.96,185,36,30,0,2,-5,-11,4,-45,-5,-5,1,5.08,7.62,6,-20.8684,0.3289,-0.7368,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Rear Naked Choke,2.0,2:31,451.0,300.0,210.0,1500.0,375.0,400.0,425.0,0,False,True,False,False,True,False,False,False
Jacare Souza,Chris Camozzi,-1600.0,1050.0,6.25,1050.0,2015-04-18, USA,False,Middleweight,MALE,3,4,0,0,48.1667,0.448,0.3333,0.0,0.0,4,6,32,0,0,2,2,0,1,1,6,187.96,193.04,185,0,4,0,21.0,0.498,1.25,1.75,0.308,4,0,8,0,0,0,1,1,2,0,4,185.42,182.88,185,35,28,-4,-4,0,2,-6,24,0,0,-1,2.54,10.16,7,27.1667,-0.9167,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Armbar,1.0,2:33,153.0,350.0,1600.0,-160.0,2600.0,300.0,2500.0,1,True,False,False,True,False,False,False,False
Cub Swanson,Max Holloway,-155.0,135.0,64.5161,135.0,2015-04-18, USA,False,Featherweight,MALE,3,0,5,0,64.4545,0.403,0.1818,0.0909,0.091,5,3,27,0,0,1,2,4,1,0,8,180.34,175.26,155,1,0,0,41.625,0.44,0.125,0.75,0.5,6,2,23,0,0,0,2,4,0,0,6,172.72,177.8,145,31,23,1,5,-1,2,-1,4,0,0,1,7.62,-2.54,8,22.8295,0.0568,-0.6591,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,Red,SUB,Guillotine Choke,3.0,3:58,838.0,160.0,235.0,575.0,1050.0,500.0,600.0,0,True,False,False,True,False,False,False,False
Felice Herrig,Paige VanZant,100.0,-120.0,100.0,83.3333,2015-04-18, USA,False,Women's Strawweight,FEMALE,3,0,1,0,61.0,0.56,3.0,3.0,0.5,1,0,3,0,0,0,0,1,0,0,1,162.56,165.1,115,0,1,0,8.0,0.57,3.0,1.0,1.0,1,0,2,0,0,0,0,0,1,0,1,162.56,165.1,115,30,21,0,0,0,0,0,1,0,1,-1,0.0,0.0,9,53.0,0.0,2.0,12.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,225.0,0.0,550.0,0.0,850.0,0.0,0,True,False,False,True,False,False,False,False
Jim Miller,Beneil Dariush,145.0,-165.0,145.0,60.6061,2015-04-18, USA,False,Lightweight,MALE,3,0,3,0,20.6,0.456,0.8,1.2,0.432,3,1,9,0,0,0,1,0,3,0,4,177.8,182.88,155,1,0,0,26.2222,0.342,1.7222,1.3333,0.474,7,5,41,0,0,0,5,2,6,0,13,172.72,180.34,155,31,25,1,3,-4,-9,4,-32,0,-2,-3,5.08,2.54,6,-5.6222,-0.9222,-0.1333,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,350.0,180.0,600.0,330.0,575.0,600.0,0,False,True,False,False,True,False,False,False
Ovince Saint Preux,Patrick Cummins,-105.0,-115.0,95.2381,86.9565,2015-04-18, USA,False,Light Heavyweight,MALE,3,0,3,0,43.75,0.538,0.25,4.25,0.42,3,1,9,0,0,0,2,1,0,0,3,187.96,193.04,205,0,1,0,16.8333,0.56,0.3333,0.8333,0.417,4,1,13,0,1,0,0,3,1,0,5,190.5,203.2,205,32,34,0,2,-1,-2,0,-4,0,-2,-1,-2.54,-10.16,-2,26.9167,-0.0833,3.4167,13.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punch,1.0,4:54,294.0,425.0,130.0,550.0,1300.0,325.0,625.0,1,False,True,False,True,False,False,False,False
Corey Anderson,Gian Villante,-400.0,325.0,25.0,325.0,2015-04-18, USA,False,Light Heavyweight,MALE,3,0,1,0,49.25,0.498,0.0,1.0,0.313,1,2,11,0,0,1,0,1,0,0,2,190.5,193.04,205,0,2,0,34.5,0.57,0.0,4.5,0.765,2,0,4,1,0,0,1,1,0,0,2,190.5,200.66,205,25,29,0,-1,-1,0,-2,7,-1,0,0,0.0,-7.62,-4,14.75,0.0,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,3.0,4:18,858.0,109.0,506.0,540.0,2000.0,250.0,1050.0,0,True,False,False,True,False,False,False,False
Takeya Mizugaki,Aljamain Sterling,285.0,-345.0,285.0,28.9855,2015-04-18, USA,False,Bantamweight,MALE,3,0,2,0,54.0,0.57,1.5,3.5,0.8,2,0,6,0,0,0,1,1,0,0,2,170.18,180.34,135,1,0,0,51.3,0.377,0.1,1.6,0.427,5,3,27,0,0,3,3,1,0,0,7,170.18,172.72,135,31,25,1,2,-3,-5,3,-21,0,0,0,0.0,7.62,6,2.7,1.4,1.9,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Arm Triangle,3.0,2:11,731.0,463.0,-110.0,1555.0,520.0,855.0,460.0,0,True,False,False,True,False,False,False,False
George Sullivan,Tim Means,135.0,-155.0,135.0,64.5161,2015-04-18, USA,False,Welterweight,MALE,3,0,3,0,46.375,0.479,0.125,0.625,0.188,3,3,20,0,0,1,2,2,0,0,5,187.96,190.5,170,0,2,0,52.0,0.51,0.0,1.5,0.32,2,0,5,0,0,0,1,1,0,0,2,182.88,185.42,170,34,31,0,1,1,3,-3,15,0,1,0,5.08,5.08,3,-5.625,0.125,-0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Arm Triangle,3.0,3:41,821.0,245.0,177.0,1450.0,874.0,650.0,320.0,0,True,False,False,True,False,False,False,False
Diego Brandao,Jimy Hettes,-140.0,120.0,71.4286,120.0,2015-04-18, USA,False,Featherweight,MALE,3,1,0,0,41.8,0.6,1.2,4.2,0.414,2,2,13,0,0,0,1,0,2,0,3,175.26,180.34,145,2,0,0,21.5714,0.441,0.4286,1.8571,0.436,3,3,13,1,0,0,2,0,2,0,4,170.18,172.72,145,27,27,1,0,-1,-1,1,0,-1,0,0,5.08,7.62,0,20.2286,0.7714,2.3429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,unknown,1.0,5:00,300.0,400.0,381.0,588.0,375.0,180.0,1215.0,1,True,False,False,False,True,False,False,False
Eddie Gordon,Chris Dempsey,-370.0,310.0,27.027,310.0,2015-04-18, USA,False,Middleweight,MALE,3,1,0,0,1.0,0.2,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,177.8,182.88,185,1,0,0,15.0,0.525,0.0,1.0,0.5,1,1,3,1,0,0,0,1,0,0,1,182.88,193.04,185,31,27,0,0,-1,-1,0,-2,-1,-1,0,-5.08,-10.16,4,-14.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,unknown,3.0,5:00,900.0,256.0,621.0,1067.0,1050.0,100.0,890.0,0,True,False,False,True,False,False,False,False
Gabriel Gonzaga,Mirko Cro Cop,-220.0,180.0,45.4545,180.0,2015-04-11, Poland,False,Heavyweight,MALE,5,3,0,0,21.5,0.436,0.3,0.2,0.2,2,6,23,0,0,0,0,2,1,1,4,187.96,185.42,230,2,0,0,13.1053,0.553,0.5263,1.0,0.434,4,8,30,1,0,0,0,7,4,0,11,187.96,193.04,242,35,40,-1,0,-2,-7,2,-7,-1,-4,-3,0.0,-7.62,-5,8.3947,-0.2263,-0.8,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,unknown,unknown,0.0,unknown,0.0,1050.0,0.0,275.0,0.0,135.0,0.0,0,True,False,False,False,True,False,False,False
Jimi Manuwa,Jan Blachowicz,100.0,-120.0,100.0,83.3333,2015-04-11, Poland,False,Light Heavyweight,MALE,3,0,1,0,13.0,0.65,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,187.96,198.12,205,1,0,0,33.0,0.6,0.25,0.75,0.25,3,1,7,0,0,0,0,1,0,2,3,185.42,200.66,205,35,32,1,1,-2,-2,1,-6,0,-2,0,2.54,-2.54,3,-20.0,-0.25,-0.75,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,584.0,320.0,1447.0,551.0,125.0,325.0,1,True,False,False,True,False,False,False,False
Pawel Pawlak,Sheldon Westcott,190.0,-230.0,190.0,43.4783,2015-04-11, Poland,False,Welterweight,MALE,3,1,0,0,13.0,0.41,0.0,2.0,0.5,0,1,2,1,0,0,0,0,0,0,0,185.42,180.34,170,1,0,0,21.0,0.25,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,182.88,185.42,170,26,30,0,0,0,0,0,-1,1,0,0,2.54,-5.08,-4,-8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,475.0,255.0,900.0,300.0,400.0,450.0,1,True,False,False,False,True,False,False,False
Joanne Calderwood,Maryna Moroz,-550.0,425.0,18.1818,425.0,2015-04-11, Poland,False,Women's Strawweight,FEMALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,170.18,170.18,125,0,1,0,109.0,0.48,0.0,2.0,0.5,1,0,3,0,0,0,1,0,0,0,1,167.64,165.1,125,29,23,0,-1,-1,-1,0,-3,0,0,0,2.54,5.08,6,-109.0,0.0,-2.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Armbar,1.0,1:30,90.0,160.0,1050.0,800.0,950.0,100.0,1580.0,0,True,False,False,True,False,False,False,False
Seth Baczynski,Leon Edwards,150.0,-170.0,150.0,58.8235,2015-04-11, Poland,False,Welterweight,MALE,3,1,0,0,33.0,0.54,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,182.88,187.96,170,2,0,0,31.0,0.336,0.5,0.6,0.117,4,5,22,0,0,1,1,1,2,0,5,190.5,187.96,170,33,23,1,0,-4,-5,4,-19,0,-1,-2,-7.62,0.0,10,2.0,-0.5,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,1.0,0:08,8.0,469.0,321.0,445.0,1575.0,678.0,145.0,0,True,False,False,False,True,False,False,False
Bartosz Fabinski,Garreth McLellan,-135.0,115.0,74.0741,115.0,2015-04-11, Poland,False,Middleweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,185.42,182.88,185,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,182.88,190.5,170,28,32,0,0,0,0,0,0,0,0,0,2.54,-7.62,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,240.0,279.0,1000.0,450.0,335.0,816.0,1,True,False,False,False,True,False,False,False
Sergio Moraes,Mickael Lebout,-550.0,425.0,18.1818,425.0,2015-04-11, Poland,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,180.34,185.42,155,0,2,0,22.3333,0.507,0.6667,1.6667,0.453,2,1,7,1,0,0,0,0,2,0,2,182.88,182.88,170,32,27,0,-2,-2,-2,1,-7,-1,0,-2,-2.54,2.54,5,-22.3333,-0.6667,-1.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,240.0,750.0,-135.0,2355.0,1075.0,800.0,1,True,False,False,True,False,False,False,False
Damian Stasiak,Yaotzin Meza,-135.0,115.0,74.0741,115.0,2015-04-11, Poland,False,Featherweight,MALE,3,2,0,0,15.25,0.353,1.0,0.75,0.248,1,3,9,0,0,0,0,0,1,0,1,175.26,187.96,145,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,177.8,135,25,34,-2,0,1,1,-3,9,0,0,1,10.16,10.16,-9,15.25,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,219.0,255.0,440.0,635.0,560.0,575.0,0,True,False,False,True,False,False,False,False
Daniel Omielanczuk,Anthony Hamilton,-135.0,115.0,74.0741,115.0,2015-04-11, Poland,False,Heavyweight,MALE,3,1,0,0,22.6667,0.56,0.0,1.6667,0.277,1,2,4,0,0,0,0,1,0,0,1,195.58,193.04,260,1,0,0,29.5,0.665,0.5,1.0,0.2,1,1,6,0,0,0,0,1,0,0,1,182.88,187.96,247,32,34,0,0,0,0,-1,-2,0,0,0,12.7,5.08,-2,-6.8333,-0.5,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,500.0,475.0,439.0,1005.0,180.0,295.0,0,False,True,False,True,False,False,False,False
Izabela Badurek,Alexandra Albu,185.0,-225.0,185.0,44.4444,2015-04-11, Poland,False,Women's Strawweight,FEMALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,157.48,160.02,115,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,165.1,165.0,115,23,24,0,0,0,0,0,0,0,0,0,-7.62,-4.98,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,unknown,unknown,0.0,unknown,0.0,400.0,190.0,650.0,482.0,704.0,220.0,0,True,False,False,True,False,False,False,False
Marcin Bandel,Stevie Ray,135.0,-155.0,135.0,64.5161,2015-04-11, Poland,False,Lightweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,177.8,177.8,155,1,0,0,3.0,0.42,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,177.8,177.8,155,25,25,1,0,0,0,1,-1,0,0,0,0.0,0.0,0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punches,2.0,1:35,395.0,700.0,610.0,210.0,792.0,1670.0,120.0,0,True,False,False,False,True,False,False,False
